740471 | 26412
574451 | 21330
630760 | 17107
814589 | 24392
720328 | 21750
703498 | 19794
848187 | 28408
504325 | 24585
816302 | 21522
814242 | 27640
602410 | 17070
520219 | 25504
733567 | 24362
711603 | 20953
796675 | 21779
604511 | 25731
593443 | 22298
842997 | 27465
865668 | 22403
608240 | 26123
701155 | 19483
767489 | 28078
811792 | 18359
585506 | 23148
740817 | 22489
796316 | 26627
567005 | 24154
739659 | 24276
772171 | 22808
781370 | 25828
676628 | 22864
810127 | 18896
548035 | 26883
500425 | 22639
509274 | 18510
746913 | 21471
537451 | 17682
628072 | 17262
619655 | 18427
828376 | 22758
645374 | 17237
762817 | 20731
732102 | 22688
704965 | 24791
804325 | 20488
551827 | 22712
765766 | 23611
607106 | 17172
649383 | 23351
794346 | 16841
550373 | 26042
685187 | 22849
802789 | 21737
761381 | 17882
596591 | 24058
608672 | 23977
730905 | 19952
629505 | 21982
798136 | 22937
709807 | 24744
601562 | 21054
749877 | 25652
503499 | 18850
753398 | 23469
798401 | 20428
743514 | 26468
633491 | 27436
632395 | 24634
706954 | 19243
694183 | 19331
794296 | 22281
647187 | 19418
505997 | 23582
825481 | 22238
578855 | 27419
592065 | 27873
865772 | 18398
778702 | 26456
531426 | 26352
681991 | 24574
773752 | 18575
613095 | 28623
853245 | 22985
585841 | 26092
841205 | 25513
827531 | 24026
868971 | 20994
823061 | 26935
859458 | 22243
763606 | 22366
615046 | 19540
625235 | 28358
520805 | 26075
803303 | 19382
544409 | 23788
707643 | 26378
770335 | 27730
681198 | 24566
555372 | 22114
604318 | 23046
621652 | 18088
700960 | 22946
870088 | 24874
842256 | 24529
603927 | 28186
809268 | 24636
526976 | 17032
622215 | 22916
807055 | 21243
837914 | 19031
761293 | 16810
738383 | 20917
557792 | 17871
825473 | 17901
823657 | 19534
752722 | 23199
562994 | 19072
549352 | 19077
760272 | 27059
855693 | 21650
815029 | 18912
852574 | 19126
779400 | 28116
764395 | 25310
709705 | 28955
804949 | 26434
700552 | 17777
805107 | 20576
679304 | 19113
630627 | 27796
795782 | 26839
787257 | 17261
592885 | 20441
676118 | 27658
836634 | 18327
802246 | 29007
656620 | 22944
630930 | 23129
526765 | 22152
723135 | 19641
646764 | 18870
702344 | 27665
656106 | 27821
870438 | 17653
642097 | 26900
768053 | 22894
681188 | 17391
728766 | 16993
655129 | 27822
855917 | 22203
667411 | 26986
797714 | 21994
566432 | 26989
636437 | 17072
777427 | 20372
590547 | 17156
725289 | 18044
687164 | 24321
602862 | 27741
736764 | 21106
617838 | 21548
687673 | 17652
656803 | 20512
689051 | 21161
834599 | 20702
538776 | 18901
683663 | 18566
796851 | 23737
643410 | 18082
763546 | 24045
698226 | 28607
627208 | 17695
716492 | 25110
836558 | 21326
709600 | 29136
781960 | 23261
597938 | 24089
548284 | 17363
621951 | 25603
503045 | 27533
620659 | 16718
552587 | 21876
572425 | 17448
706059 | 22275
619513 | 28333
586247 | 18678
568733 | 17178
809994 | 21152
519273 | 21891
688101 | 25948
653840 | 18306
800255 | 27849
714147 | 23863
844124 | 27864
508727 | 25863
590189 | 25009
539450 | 27083
600737 | 23220
805664 | 28195
833470 | 23099
547270 | 22275
520309 | 24485
787861 | 24052
629117 | 19418
787702 | 26289
501655 | 28005
580018 | 19985
672192 | 19047
576325 | 19735
817172 | 24382
554361 | 24835
659550 | 23952
759834 | 23697
520916 | 21039
789630 | 20444
703922 | 18278
698305 | 29002
731202 | 28684
528917 | 18855
547629 | 28917
586808 | 25384
548265 | 19833
774266 | 20833
670271 | 27161
640320 | 17642
620320 | 23784
528715 | 20065
638646 | 22571
508731 | 22556
849742 | 19229
700677 | 29095
667939 | 22477
584775 | 27608
641868 | 19496
743369 | 22887
542514 | 17020
544467 | 27486
644690 | 22259
696827 | 18816
819324 | 21159
540684 | 19367
865899 | 25343
868028 | 28844
519669 | 19877
731447 | 18466
851828 | 24239
590936 | 28190
666875 | 19629
593615 | 24963
510253 | 27365
858146 | 19510
571509 | 27622
861791 | 20321
669100 | 19302
832281 | 28193
855350 | 27306
732393 | 23830
536219 | 20654
506998 | 26086
681325 | 19813
808600 | 18183
728477 | 22977
709804 | 23009
794709 | 19124
657743 | 18525
574191 | 27429
554267 | 29110
651673 | 27677
509528 | 17906
773533 | 25277
696254 | 27185
639052 | 25352
573674 | 17753
869805 | 25033
809505 | 18240
581913 | 22866
567586 | 26360
512395 | 27086
731870 | 25238
618883 | 22381
689963 | 19844
796352 | 25882
771648 | 17747
764941 | 24468
563248 | 19362
610111 | 28158
509080 | 26598
773165 | 28933
781481 | 28094
615669 | 22572
695509 | 18122
639236 | 20349
848864 | 25439
755329 | 21280
860933 | 23801
598467 | 20911
793326 | 20067
568391 | 20029
519220 | 24584
863959 | 18040
642676 | 21190
687765 | 24286
812124 | 20403
676919 | 21486
517667 | 17311
531130 | 25466
641495 | 27222
850967 | 21541
831122 | 22860
802638 | 16947
652104 | 20882
748131 | 24138
857414 | 28590
551460 | 26066
729578 | 22408
848806 | 18130
853910 | 19146
534508 | 18658
730929 | 26186
673383 | 24557
586270 | 20356
620766 | 28051
682930 | 23648
860867 | 28386
626089 | 26570
644774 | 23611
809911 | 28516
764136 | 17204
762609 | 27951
746209 | 27645
560666 | 25662
790037 | 24012
545562 | 28739
785090 | 18901
782189 | 26372
790338 | 18182
512460 | 18862
797186 | 18045
505740 | 26051
541257 | 21597
871880 | 19160
655935 | 26914
527494 | 21346
609020 | 29112
685291 | 17277
672159 | 25577
539402 | 23966
676072 | 23045
695675 | 25844
796002 | 23190
799376 | 26459
569438 | 23662
506785 | 19974
695915 | 24799
558315 | 24090
510428 | 28534
797320 | 19941
832496 | 28693
613960 | 28585
692904 | 26003
753179 | 26222
756775 | 25461
619039 | 17432
506106 | 22281
764828 | 20193
720715 | 20178
860564 | 24016
723570 | 19268
505393 | 27367
800670 | 26773
819514 | 24666
815092 | 27917
507911 | 23036
845031 | 27204
761511 | 23007
577414 | 23769
582462 | 17194
817551 | 17089
537024 | 22685
590851 | 28625
593157 | 17581
854182 | 27582
502029 | 26001
870477 | 19225
749692 | 25146
855440 | 22263
556912 | 25488
835618 | 17105
846589 | 26473
755939 | 26763
552954 | 18831
781941 | 19152
528396 | 16920
522911 | 28155
777975 | 23695
541055 | 23326
730192 | 27228
710071 | 26401
760825 | 28752
835516 | 20094
695640 | 25607
566447 | 16902
709797 | 26149
656180 | 23092
555251 | 26812
541105 | 20592
799648 | 22096
805844 | 17605
620521 | 25985
799106 | 28979
757143 | 17525
673818 | 17959
713360 | 21853
812723 | 20500
554603 | 18118
627344 | 28632
833712 | 21768
607281 | 21989
873519 | 25827
739793 | 20629
726442 | 23503
789443 | 28285
669770 | 26608
775156 | 18908
511026 | 22728
671530 | 28540
563482 | 28036
720712 | 22327
594420 | 17587
668734 | 18471
846775 | 18037
638184 | 17055
677036 | 18569
659082 | 21551
555647 | 21536
529671 | 24021
539799 | 22672
642963 | 18399
611338 | 23340
744046 | 26336
755479 | 24848
604014 | 24923
747036 | 21536
795517 | 28919
807369 | 27080
565295 | 28195
606110 | 22853
647123 | 22842
566939 | 25924
671557 | 20421
639177 | 20952
511614 | 24662
652209 | 27527
816434 | 25275
698146 | 22289
558519 | 25639
658583 | 25120
673681 | 20043
812124 | 25514
639648 | 17696
636587 | 22215
714196 | 20606
580833 | 18625
614564 | 24304
533085 | 27754
860079 | 23618
528667 | 21045
650922 | 20895
733845 | 24636
595512 | 26538
704677 | 17907
669455 | 21288
753903 | 22369
687306 | 24248
511950 | 18192
748179 | 22548
638109 | 21353
851078 | 28255
789393 | 25612
659065 | 19780
711289 | 19574
725189 | 24682
683613 | 24163
740528 | 17572
602712 | 18225
742468 | 19099
669949 | 23948
701248 | 19977
872024 | 19183
739320 | 26157
746475 | 25402
717216 | 28741
584480 | 22786
570470 | 25433
655303 | 22606
712495 | 28014
580051 | 16735
584892 | 20579
687054 | 26798
830063 | 17631
805571 | 22002
624764 | 28004
678340 | 22505
506528 | 26487
814382 | 25057
850672 | 23795
529069 | 24977
721952 | 27472
745050 | 24596
656005 | 16666
654469 | 28415
746898 | 26648
709295 | 25899
867956 | 22261
633573 | 19460
787290 | 18934
620456 | 23677
854161 | 19545
637324 | 25067
683936 | 26142
677073 | 21693
823653 | 25951
702551 | 29120
811385 | 23523
655131 | 21189
747359 | 27470
647963 | 27667
749494 | 27601
788206 | 23341
630863 | 25876
682214 | 23788
661069 | 24350
839443 | 26086
593418 | 23123
770170 | 21185
686876 | 28932
553975 | 24889
697937 | 16787
528838 | 28110
596935 | 23688
840627 | 22073
512733 | 29095
711478 | 27937
795091 | 22179
835861 | 17535
673164 | 27067
621194 | 26086
602095 | 27946
864757 | 19769
814125 | 26497
780203 | 20588
810549 | 17317
823815 | 25144
770165 | 25874
632114 | 24861
799240 | 27328
603341 | 26505
810699 | 17331
700930 | 22105
519065 | 16709
862526 | 26766
732851 | 24802
837417 | 24993
746798 | 21544
644600 | 24483
513884 | 27023
529203 | 22566
805470 | 24097
726688 | 28938
549066 | 27736
567982 | 17293
533288 | 19666
601841 | 24275
708705 | 23366
846909 | 19403
637480 | 23385
574042 | 27093
807407 | 28405
759820 | 18881
557132 | 19132
507567 | 20792
631667 | 25752
731968 | 28783
790673 | 26710
864718 | 19590
668288 | 23590
614121 | 18731
808312 | 28122
769725 | 21427
642247 | 20303
541123 | 18192
674456 | 18748
597045 | 22909
736687 | 19711
744593 | 27608
838134 | 22006
811049 | 28335
824544 | 27305
762155 | 21189
733041 | 20443
812614 | 26078
711286 | 25304
788830 | 26823
587448 | 17068
504517 | 27956
582463 | 20565
799214 | 27432
532862 | 27891
824342 | 18972
675542 | 18154
626822 | 23309
556747 | 17880
624609 | 16934
771697 | 21300
612408 | 28803
581546 | 21133
784800 | 17629
671515 | 21124
709506 | 26342
648650 | 22243
599865 | 24152
586856 | 26028
745817 | 24037
736013 | 28767
817218 | 28758
869840 | 23098
835158 | 22945
861508 | 20443
725618 | 22494
634556 | 26024
533035 | 27446
774680 | 17178
757158 | 27447
707177 | 25675
651487 | 25802
627267 | 17801
795536 | 16940
819788 | 25906
612442 | 21694
665619 | 25947
647048 | 26121
696822 | 20820
869288 | 25451
673866 | 19879
542407 | 18606
783140 | 17821
655733 | 24762
634276 | 21714
824918 | 19048
523729 | 26578
513978 | 28023
711558 | 18103
735502 | 27858
772432 | 27563
743598 | 19475
500872 | 19157
509230 | 24369
633721 | 20812
626584 | 21667
521099 | 28952
649571 | 20358
727890 | 19775
865963 | 19753
753318 | 18421
748953 | 22277
827305 | 18031
627129 | 24773
764474 | 22710
572091 | 21789
764136 | 17782
866145 | 24063
727815 | 27770
557328 | 23612
525425 | 26653
609159 | 16995
524873 | 22495
550369 | 17670
647807 | 25939
612824 | 20608
552151 | 21429
582470 | 23991
577975 | 19174
631979 | 27829
822629 | 21365
841629 | 27578
552293 | 28261
760905 | 28752
502435 | 26753
757947 | 25658
535958 | 21918
567185 | 27622
818495 | 24634
643457 | 21746
865604 | 19898
595432 | 28707
568508 | 27626
601556 | 20707
826030 | 21544
643963 | 21750
701144 | 19913
760752 | 25313
833000 | 21891
832598 | 18399
788971 | 18758
527712 | 24005
520267 | 23934
582312 | 25651
575706 | 20958
776280 | 23796
806808 | 28484
844293 | 24187
545558 | 28511
758879 | 19948
746319 | 21321
536568 | 24368
658669 | 20179
568623 | 27116
771830 | 22757
870687 | 22056
781463 | 19714
738456 | 26760
569268 | 25007
840992 | 24181
746507 | 23565
545538 | 23240
745087 | 26834
720740 | 24052
628136 | 17836
713876 | 28420
772891 | 24470
680676 | 21643
526201 | 22387
561503 | 26328
649434 | 21458
872738 | 25597
633094 | 20484
807450 | 23844
616094 | 18047
656378 | 22342
514377 | 17780
726965 | 17977
594122 | 23810
860979 | 24286
759658 | 24066
685391 | 24556
843873 | 17267
763832 | 18243
785784 | 19637
776632 | 25753
688754 | 18370
576015 | 20090
709249 | 21752
564153 | 21017
872599 | 16845
605499 | 19555
753725 | 18118
838253 | 24648
507160 | 21377
555189 | 22895
685665 | 23595
530209 | 26746
833392 | 21199
799082 | 20500
725724 | 25336
804562 | 17564
639826 | 25291
856544 | 27941
832413 | 20807
705082 | 27217
650167 | 24347
731020 | 25141
616530 | 19956
858000 | 26675
554803 | 17478
540177 | 21480
533955 | 19657
586957 | 28528
520914 | 21619
644331 | 19107
728500 | 27469
779806 | 20415
575829 | 19284
821851 | 28998
562032 | 29165
782049 | 25263
811263 | 20454
536713 | 27673
851862 | 21697
685875 | 24488
653012 | 29125
560235 | 23377
719935 | 22003
867993 | 18335
671798 | 16688
817339 | 22792
854909 | 21060
588039 | 23367
825642 | 20617
678436 | 17931
651862 | 28767
738264 | 18492
617320 | 21907
708176 | 26509
553038 | 21057
504008 | 24831
837735 | 26154
795224 | 24323
763879 | 19281
767551 | 26356
585556 | 25725
698171 | 18711
557660 | 19940
778009 | 22646
525610 | 23688
504574 | 24443
847506 | 21595
582815 | 22165
635519 | 16847
584034 | 18755
826947 | 19088
872036 | 18001
871665 | 19078
721067 | 19007
711620 | 24443
812172 | 24905
725982 | 25423
827422 | 25168
664858 | 22562
872143 | 17301
754249 | 17624
769695 | 23911
627165 | 21521
772464 | 22994
701838 | 21007
594195 | 25280
869417 | 23495
838758 | 17094
774739 | 21936
564693 | 28675
752178 | 23591
842797 | 22242
773488 | 21078
507345 | 19491
695472 | 23423
500124 | 27786
508287 | 18831
683426 | 26605
677991 | 21821
787892 | 24198
674904 | 17706
743417 | 19378
639128 | 18456
752773 | 17369
798972 | 27151
855347 | 16890
612213 | 17061
641895 | 18215
560960 | 20079
818888 | 28992
638333 | 22922
869367 | 29136
630117 | 21185
750160 | 26814
521449 | 18018
709877 | 20668
745221 | 23789
685387 | 24031
839335 | 25379
528158 | 23991
754611 | 28707
660803 | 25196
722380 | 28945
721400 | 29047
798064 | 21230
737229 | 19185
710771 | 26436
587652 | 28739
536859 | 24809
826260 | 16784
678562 | 27443
